method	dataset	attributes	types	nb_attributes	depthmax	class_attribute	wanted_label	alpha	top_k	nb_patterns_top	support_size	support_size_ratio	tpr	fpr	quality	timespent
MCTS4DM	mushrooms	['veil_type', 'bruises', 'gill_size', 'gill_spacing', 'gill_attachment', 'stalk_shape', 'ring_number', 'stalk_surface_below_ring', 'cap_surface', 'stalk_surface_above_ring', 'veil_color', 'stalk_root', 'ring_type', 'population', 'cap_shape']	['simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple']	15.0	8	edible	p	0.48202855736090594	5.0	0.0	0.0	0.0	0.0	0.0	0.0	48.50862789154053
MCTS4DM	mushrooms	['veil_type', 'bruises', 'gill_size', 'gill_spacing', 'gill_attachment', 'stalk_shape', 'ring_number', 'stalk_surface_below_ring', 'cap_surface', 'stalk_surface_above_ring', 'veil_color', 'stalk_root', 'ring_type', 'population', 'cap_shape', 'habitat', 'odor', 'stalk_color_above_ring', 'spore_print_color', 'stalk_color_below_ring']	['simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple']	20.0	8	edible	p	0.48202855736090594	5.0	0.0	0.0	0.0	0.0	0.0	0.0	49.4031457901001
MCTS4DM	mushrooms	['veil_type', 'bruises', 'gill_size', 'gill_spacing', 'gill_attachment', 'stalk_shape', 'ring_number', 'stalk_surface_below_ring', 'cap_surface', 'stalk_surface_above_ring', 'veil_color', 'stalk_root', 'ring_type', 'population', 'cap_shape', 'habitat', 'odor', 'stalk_color_above_ring', 'spore_print_color', 'stalk_color_below_ring', 'cap_color', 'gill_color']	['simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple']	22.0	8	edible	p	0.48202855736090594	5.0	0.0	0.0	0.0	0.0	0.0	0.0	94.49946928024292
CN2SD	mushrooms	['veil_type', 'bruises']	['simple', 'simple']	2.0	-1.0	edible	p	0.48202855736090594	5.0	2.0	4748.0	0.5842973172532612	0.8406537282941777	0.34600760456273766	0.12350177371373933	0.17400026321411133
CN2SD	mushrooms	['veil_type', 'bruises', 'gill_size']	['simple', 'simple', 'simple']	3.0	-1.0	edible	p	0.48202855736090594	5.0	3.0	4748.0	0.5842973172532612	0.8406537282941777	0.34600760456273766	0.12350177371373933	0.20200014114379883
CN2SD	mushrooms	['veil_type', 'bruises', 'gill_size', 'gill_spacing', 'gill_attachment']	['simple', 'simple', 'simple', 'simple', 'simple']	5.0	-1.0	edible	p	0.48202855736090594	5.0	3.0	3586.0	0.4412995323652473	0.8748723186925434	0.03802281368821293	0.20894209666467148	0.5780000686645508
CN2SD	mushrooms	['veil_type', 'bruises', 'gill_size', 'gill_spacing', 'gill_attachment', 'stalk_shape', 'ring_number', 'stalk_surface_below_ring']	['simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple']	8.0	-1.0	edible	p	0.48202855736090594	5.0	4.0	3640.0	0.44794486832389857	0.898876404494382	0.028517110266159697	0.2173087212218491	1.4549999237060547
CN2SD	mushrooms	['veil_type', 'bruises', 'gill_size', 'gill_spacing', 'gill_attachment', 'stalk_shape', 'ring_number', 'stalk_surface_below_ring', 'cap_surface', 'stalk_surface_above_ring']	['simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple']	10.0	-1.0	edible	p	0.48202855736090594	5.0	3.0	8124.0	0.9997538764459759	1.0	1.0	0.0	3.1590001583099365
CN2SD	mushrooms	['veil_type', 'bruises', 'gill_size', 'gill_spacing', 'gill_attachment', 'stalk_shape', 'ring_number', 'stalk_surface_below_ring', 'cap_surface', 'stalk_surface_above_ring', 'veil_color', 'stalk_root']	['simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple']	12.0	-1.0	edible	p	0.48202855736090594	5.0	3.0	8124.0	0.9997538764459759	1.0	1.0	0.0	3.736999750137329
CN2SD	mushrooms	['veil_type', 'bruises', 'gill_size', 'gill_spacing', 'gill_attachment', 'stalk_shape', 'ring_number', 'stalk_surface_below_ring', 'cap_surface', 'stalk_surface_above_ring', 'veil_color', 'stalk_root', 'ring_type', 'population', 'cap_shape']	['simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple']	15.0	-1.0	edible	p	0.48202855736090594	5.0	3.0	8124.0	0.9997538764459759	1.0	1.0	0.0	7.649500131607056
CN2SD	mushrooms	['veil_type', 'bruises', 'gill_size', 'gill_spacing', 'gill_attachment', 'stalk_shape', 'ring_number', 'stalk_surface_below_ring', 'cap_surface', 'stalk_surface_above_ring', 'veil_color', 'stalk_root', 'ring_type', 'population', 'cap_shape', 'habitat', 'odor', 'stalk_color_above_ring', 'spore_print_color', 'stalk_color_below_ring']	['simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple']	20.0	-1.0	edible	p	0.48202855736090594	5.0	2.0	8124.0	0.9997538764459759	1.0	1.0	0.0	7.8409998416900635
CN2SD	mushrooms	['veil_type', 'bruises', 'gill_size', 'gill_spacing', 'gill_attachment', 'stalk_shape', 'ring_number', 'stalk_surface_below_ring', 'cap_surface', 'stalk_surface_above_ring', 'veil_color', 'stalk_root', 'ring_type', 'population', 'cap_shape', 'habitat', 'odor', 'stalk_color_above_ring', 'spore_print_color', 'stalk_color_below_ring', 'cap_color', 'gill_color']	['simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple']	22.0	-1.0	edible	p	0.48202855736090594	5.0	2.0	8124.0	0.9997538764459759	1.0	1.0	0.0	9.637999773025513
