method	dataset	attributes	types	nb_attributes	class_attribute	wanted_label	alpha	top_k	nb_patterns_top	support_size	support_size_ratio	tpr	fpr	quality	nb_patterns	timespent	memory	finished
fssd	glass	['Fe', 'Ba', 'K', 'Mg', 'Al', 'Si', 'Na', 'Ca', 'RI', 'Id']	['numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric']	10	class	3	0.0794392523364486	5	1	17	0.0794392523364486	1.0	0.0	0.07312865752467464	13	0.125	3.20703125	True
naive	glass	['Fe', 'Ba', 'K', 'Mg', 'Al', 'Si', 'Na', 'Ca', 'RI', 'Id']	['numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric']	10	class	3	0.0794392523364486	5	1	17	0.0794392523364486	1.0	0.0	0.07312865752467464	37372	13.29200005531311	9.8046875	True
