method	dataset	attributes	types	nb_attributes	class_attribute	wanted_label	alpha	top_k	nb_patterns_top	support_size	support_size_ratio	tpr	fpr	quality	nb_patterns	timespent	memory	finished
fssd	abalone	['h']	['numeric']	1	class	M	0.3658127842949485	5	1	2769	0.6629159683983721	0.8043193717277487	0.5813514533786335	0.05172717268070086	199	0.26600003242492676	3.03515625	True
naive	abalone	['h']	['numeric']	1	class	M	0.3658127842949485	5	1	2769	0.6629159683983721	0.8043193717277487	0.5813514533786335	0.05172717268070086	300	0.43000006675720215	2.68359375	True
