method	dataset	attributes	types	nb_attributes	class_attribute	wanted_label	alpha	top_k	nb_patterns_top	support_size	support_size_ratio	tpr	fpr	quality	nb_patterns	timespent	memory	finished
fssd	haberman	['b', 'c', 'a']	['numeric', 'numeric', 'numeric']	3	class	2	0.2647058823529412	5	5	137	0.4477124183006536	0.8641975308641975	0.29777777777777775	0.11024605920799692	93725	7.575000047683716	1.15625	True
naive	haberman	['b', 'c', 'a']	['numeric', 'numeric', 'numeric']	3	class	2	0.2647058823529412	5	5	137	0.4477124183006536	0.8641975308641975	0.29777777777777775	0.11024605920799692	253726	31.21000027656555	23.53515625	True
