method	dataset	attributes	types	nb_attributes	class_attribute	wanted_label	alpha	top_k	nb_patterns_top	support_size	support_size_ratio	tpr	fpr	quality	nb_patterns	timespent	memory	finished
fssd	credit	['A10', 'A12', 'A9', 'A13', 'A5', 'A1', 'A4', 'A7', 'A6', 'A11']	['simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'numeric']	10	class	+	0.44894894894894893	5	5	357	0.536036036036036	0.9531772575250836	0.19618528610354224	0.18727511295078864	899	0.2849998474121094	1.578125	True
naive	credit	['A10', 'A12', 'A9', 'A13', 'A5', 'A1', 'A4', 'A7', 'A6', 'A11']	['simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'numeric']	10	class	+	0.44894894894894893	5	5	357	0.536036036036036	0.9531772575250836	0.19618528610354224	0.18727511295078864	16786	3.867000102996826	15.96875	True
