method	dataset	attributes	types	nb_attributes	class_attribute	wanted_label	alpha	top_k	nb_patterns_top	support_size	support_size_ratio	tpr	fpr	quality	nb_patterns	timespent	memory	finished
fssd	autos	['engine_location', 'fuel_type', 'aspiration', 'drive_wheels', 'num_of_doors', 'body_style', 'engine_type', 'num_of_cylinders', 'fuel_system', 'make', 'normalized_losses', 'peak_rpm', 'city_mpg', 'highway_mpg', 'compression_ratio', 'stroke', 'bore', 'engine_size', 'width', 'height', 'wheel_base', 'horsepower', 'length', 'curb_weight', 'price']	['simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric']	25	symboling	3	0.11794871794871795	5	1	34	0.17435897435897435	1.0	0.06395348837209303	0.09738330046022353	70	0.14499974250793457	2.11328125	True
naive	autos	['engine_location', 'fuel_type', 'aspiration', 'drive_wheels', 'num_of_doors', 'body_style', 'engine_type', 'num_of_cylinders', 'fuel_system', 'make', 'normalized_losses', 'peak_rpm', 'city_mpg', 'highway_mpg', 'compression_ratio', 'stroke', 'bore', 'engine_size', 'width', 'height', 'wheel_base', 'horsepower', 'length', 'curb_weight', 'price']	['simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric', 'numeric']	25	symboling	3	0.11794871794871795	5	1	34	0.17435897435897435	1.0	0.06395348837209303	0.09738330046022353	45312	34.56499981880188	15.80078125	True
