method	dataset	attributes	types	nb_attributes	class_attribute	wanted_label	alpha	top_k	nb_patterns_top	support_size	support_size_ratio	tpr	fpr	quality	nb_patterns	timespent	memory	finished
fssd	sonar	['bh', 'bg']	['numeric', 'numeric']	2	class	R	0.46634615384615385	5	5	134	0.6442307692307693	0.8762886597938144	0.44144144144144143	0.10821930473372782	226162	16.865999698638916	2.2734375	True
naive	sonar	['bh', 'bg']	['numeric', 'numeric']	2	class	R	0.46634615384615385	5	5	134	0.6442307692307693	0.8762886597938144	0.44144144144144143	0.10821930473372782	270767	33.41100001335144	28.32421875	True
