method	dataset	attributes	types	nb_attributes	class_attribute	wanted_label	alpha	top_k	nb_patterns_top	support_size	support_size_ratio	tpr	fpr	quality	nb_patterns	timespent	memory	finished
fssd	TicTacToe	['a3', 'b3', 'b2', 'a1', 'b1', 'c2', 'a2', 'c1', 'c3']	['simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple']	9	class	negative	0.3465553235908142	5	5	472	0.49269311064718163	0.9759036144578314	0.2364217252396166	0.16745917251058007	1732	0.29000020027160645	1.15625	True
naive	TicTacToe	['a3', 'b3', 'b2', 'a1', 'b1', 'c2', 'a2', 'c1', 'c3']	['simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple', 'simple']	9	class	negative	0.3465553235908142	5	5	472	0.49269311064718163	0.9759036144578314	0.2364217252396166	0.16745917251058007	11188	2.7140002250671387	9.890625	True
