method	dataset	attributes	types	nb_attributes	class_attribute	wanted_label	alpha	top_k	nb_patterns_top	support_size	support_size_ratio	tpr	fpr	quality	nb_patterns	timespent	memory
fssd	haberman	['b']	['numeric']	1	class	2	0.2647058823529412	3	3	186	0.6078431372549019	0.7530864197530864	0.5555555555555556	0.03844675124951941	134	0.009972095489501953	0
groundtruth	haberman	['b']	['numeric']	1	class	2	0.2647058823529412	3	3	186	0.6078431372549019	0.7530864197530864	0.5555555555555556	0.03844675124951941	78	1.1378772258758545	0
