method	dataset	attributes	types	nb_attributes	class_attribute	wanted_label	alpha	top_k	nb_patterns_top	support_size	support_size_ratio	tpr	fpr	quality	nb_patterns	timespent	memory
fssd	glass	['Fe']	['numeric']	1	class	3	0.0794392523364486	3	3	156	0.7289719626168224	0.8823529411764706	0.7157360406091371	0.012184470259411297	37	0.004697322845458984	0
groundtruth	glass	['Fe']	['numeric']	1	class	3	0.0794392523364486	3	3	156	0.7289719626168224	0.8823529411764706	0.7157360406091371	0.012184470259411297	21	0.015878915786743164	0
fssd	glass	['Fe', 'Ba']	['numeric', 'numeric']	2	class	3	0.0794392523364486	3	3	136	0.6355140186915887	0.9411764705882353	0.6091370558375635	0.024281596645995277	30	0.007248401641845703	0
groundtruth	glass	['Fe', 'Ba']	['numeric', 'numeric']	2	class	3	0.0794392523364486	3	3	136	0.6355140186915887	0.9411764705882353	0.6091370558375635	0.024281596645995277	25	0.026652812957763672	0
fssd	glass	['Fe', 'Ba', 'K']	['numeric', 'numeric', 'numeric']	3	class	3	0.0794392523364486	3	1	124	0.5794392523364486	0.9411764705882353	0.5482233502538071	0.02873613416018866	162	0.019821643829345703	0
groundtruth	glass	['Fe', 'Ba', 'K']	['numeric', 'numeric', 'numeric']	3	class	3	0.0794392523364486	3	3	77	0.3598130841121495	0.9411764705882353	0.3096446700507614	0.04618307275744606	229	15.849326133728027	0
