method	dataset	attributes	types	nb_attributes	class_attribute	wanted_label	alpha	top_k	nb_patterns_top	support_size	support_size_ratio	tpr	fpr	quality	nb_patterns	timespent	memory
fssd	TicTacToe	['a3']	['simple']	1	class	negative	0.3465553235908142	3	1	335	0.3496868475991649	0.4397590361445783	0.3019169329073482	0.03121499644788856	7	0.003835916519165039	0
groundtruth	TicTacToe	['a3']	['simple']	1	class	negative	0.3465553235908142	3	1	335	0.3496868475991649	0.4397590361445783	0.3019169329073482	0.03121499644788856	4	0.004033327102661133	0
fssd	TicTacToe	['a3', 'b3']	['simple', 'simple']	2	class	negative	0.3465553235908142	3	2	412	0.430062630480167	0.5451807228915663	0.36900958466453676	0.039894787766789716	38	0.00778508186340332	0
groundtruth	TicTacToe	['a3', 'b3']	['simple', 'simple']	2	class	negative	0.3465553235908142	3	3	321	0.33507306889352817	0.4578313253012048	0.26996805111821087	0.04254252727280651	16	0.03129863739013672	0
fssd	TicTacToe	['a3', 'b3', 'b2']	['simple', 'simple', 'simple']	3	class	negative	0.3465553235908142	3	3	441	0.4603340292275574	0.7228915662650602	0.3210862619808307	0.09099071220923897	135	0.015499353408813477	0
groundtruth	TicTacToe	['a3', 'b3', 'b2']	['simple', 'simple', 'simple']	3	class	negative	0.3465553235908142	3	3	441	0.4603340292275574	0.7228915662650602	0.3210862619808307	0.09099071220923897	63	1.1082472801208496	0
fssd	TicTacToe	['a3', 'b3', 'b2', 'a1']	['simple', 'simple', 'simple', 'simple']	4	class	negative	0.3465553235908142	3	3	487	0.5083507306889353	0.7921686746987951	0.35782747603833864	0.09835861942721658	360	0.031398773193359375	0
groundtruth	TicTacToe	['a3', 'b3', 'b2', 'a1']	['simple', 'simple', 'simple', 'simple']	4	class	negative	0.3465553235908142	3	3	487	0.5083507306889353	0.7921686746987951	0.35782747603833864	0.09835861942721658	228	34.244099140167236	0
