method	dataset	attributes	types	nb_attributes	class_attribute	wanted_label	alpha	top_k	nb_patterns_top	support_size	support_size_ratio	tpr	fpr	quality	nb_patterns	timespent	memory
fssd	breastCancer	['Mitoses']	['numeric']	1	Class	4	0.34992679355783307	3	1	120	0.17569546120058566	0.4476987447698745	0.02927927927927928	0.09518123685660326	13	0.0061566829681396484	0
groundtruth	breastCancer	['Mitoses']	['numeric']	1	Class	4	0.34992679355783307	3	1	120	0.17569546120058566	0.4476987447698745	0.02927927927927928	0.09518123685660326	45	0.3695383071899414	0
